thai_name,thai_script,english_name,description,region,image_url,category
Mamuang nam pla wan,มะม่วงน้ำปลาหวาน,Mamuang nam pla wan,"Tart, unripe mango served with a sweet, salty and spicy dipping sauce made from shallots, fish sauce, dried chili peppers, dried shrimp, and palm sugar ( nam pla wan means ""sweet fish sauce""). This is normally eaten as a snack on its own.",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Mamuang_nam_pla_wan.jpg/120px-Mamuang_nam_pla_wan.jpg,Savoury snacks and starters
Yod Khao Phot Pad Goong,ยอดข้าวโพดผัดกุ้ง,Stir-fried Baby Corn with Shrimp,"A light and savory stir-fry of tender baby corn and shrimp, cooked with garlic and oyster sauce.",Central,,Stir-fried dishes
Yam kun chiang,ยำกุนเชียง,Yam kun chiang,A Thai salad made with a sweet dried pork sausage called kun chiang . This sausage is of Chinese origin. This dish is often eaten with plain rice congee ( khao tom kui ; Thai : ข้าวต้มกุ๊ย ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Yam_kun_chiang.JPG/120px-Yam_kun_chiang.JPG,Salads
Yum kanom jeen,ยำขนมจีน,Yum kanom jeen,"Yum kanomjeen is a spicy and sour salad mixed with kanom jeen. Kanom jeen is thin rice noodles which are made from fresh rice sometimes fermented rice starch, fermented for few days, boiled and then made into noodles. The original kanom jeen came from the Mon people. The main ingredients of Yum kanom jeen are fish sauce, sugar, lime juice, and chili powder. Some places will add pla ra to Yum kanom jeen too. Pla ra is the Thai traditional ingredient produced by fermented fish. Yum kanom jeen has a good spicy and sour taste, but many people would like to order the flavor that they like. Yum kanom jeen is a low- calorie food and it has only 220 calories per dish. To suit for people who are healthy and want to diet. Yum kanom jeen is not difficult to find. It can be found in either restaurant or street food.",,,Noodle dishes
Yam khamin khao kung,ยำขมิ้นขาวกุ้ง,Yam khamin khao kung,"A spicy Thai salad made with finely sliced ( au Julienne ) ""white curcuma"" (probably Curcuma zedoaria ), shredded coconut, cooked prawns, sliced shallots, dried chillies, fresh green bird's eye chili peppers, roasted cashew nuts, and crispy fried onion rings.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Yam_khamin_khao_kung.jpeg/120px-Yam_khamin_khao_kung.jpeg,Salads
Yam chin kai,ยำจิ๊นไก่,Yam chin kai,A curry dish from Northern Thailand containing chicken. The version in the image also contains sliced banana flower.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Yam_chin_kai_sai_hua_pli.jpg/120px-Yam_chin_kai_sai_hua_pli.jpg,Curries
Yam takhrai kung sot,ยำตะไคร้กุ้งสด,Yam takhrai kung sot,"A spicy ""yam-style"" salad with finely sliced raw lemongrass and prawns.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Yam_takhrai_kung_sot.jpg/120px-Yam_takhrai_kung_sot.jpg,Salads
Yam thua phu,ยำถั่วพู,Yam thua phu,"A Thai salad with winged beans, salted eggs, toasted coconut, shallots, fish sauce, lime juice and chillies. The version in this image also contains squid.",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Yam_thua_phu.jpg/120px-Yam_thua_phu.jpg,Salads
Yam thale,ยำทะเล,Yam thale,"A spicy salad with mixed seafood (cuttlefish, shelled prawns, mussels), shallots, lime juice, fish sauce and Thai celery.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Yam_thale.jpg/120px-Yam_thale.jpg,Salads
Yam Pla Kang,ยำปลาคัง,Spicy Catfish Salad,"A bold Thai salad made with tender pieces of catfish mixed with lime juice, chili, fish sauce, and fresh herbs.",Central,,Salads
Yam pla duk fu,ยำปลาดุกฟู,"""Exploded"" catfish salad",Crispy fried shredded pla duk (catfish) served with a spicy and tangy green mango salad.,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Yum_pladook_foo.jpg/120px-Yum_pladook_foo.jpg,Salads
Yam pla thu,ยำปลาทู,Yam pla thu,Made with short mackerel ( pla thu ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Yam_plathu.JPG/120px-Yam_plathu.JPG,Salads
Yam pla salit,ยำปลาสลิด,Yam pla salit,"A Thai salad made with deep-fried, sun-dried snakeskin gourami..",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/2019_02_Yam_pla_salit.jpg/120px-2019_02_Yam_pla_salit.jpg,Salads
Yam pla khem,ยำปลาเค็ม,Yam pla khem,A Thai salad ( yam ) made with fried sun-dried salted fish ( pla khem ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Yam_pla_khem.JPG/120px-Yam_pla_khem.JPG,Salads
Yam Pla Rad,ยำปลาแรด,Spicy Giant Gourami Salad,"A flavorful Thai salad featuring crispy fried giant gourami topped with chili, lime juice, fish sauce, and fresh herbs.",Central,,Salads
Yam phak khut,ยำผักกูด,Yam phak khut,A salad of edible fern shoots ( Diplazium esculentum ) and pork.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Yam_phak_khut.jpg/120px-Yam_phak_khut.jpg,Salads
Yam Phak Bung Krop,ยำผักบุ้งกรอบ,Crispy Morning Glory Salad,"Deep-fried morning glory tossed with chili, lime, fish sauce, and herbs for a crunchy and tangy salad.",Central,,Salads
Yam Mama Thale,ยำมาม่าทะเล,Seafood Instant Noodle Salad,"A spicy salad made with Mama instant noodles mixed with shrimp, squid, and herbs in a lime and chili dressing.",Central,,Salads
Yam Ruam Mit Thale,ยำรวมมิตรทะเล,Mixed Seafood Spicy Salad,"A zesty salad of assorted seafood such as shrimp, squid, and mussels combined with lime, chili, and fresh herbs.",Central,,Salads
Yam wun sen,ยำวุ้นเส้น,Thai glass noodle salad,"A spicy salad with glass noodles ( cellophane noodles ), minced chicken or pork and often either mixed seafood, squid or prawns. Cloud ear fungus also often features in this dish.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Yam_wun_sen.JPG/120px-Yam_wun_sen.JPG,Salads
Yam Woon Sen Thale,ยำวุ้นเส้นทะเล,Seafood Glass Noodle Salad,"A refreshing salad of glass noodles mixed with shrimp, squid, and herbs, tossed in a spicy lime dressing.",Central,,Salads
Yam sanat,ยำสะนัด,Yam sanat,"A northern Thai salad of roughly chopped, blanched vegetables that are then refried with a chili paste. It is served here together with northern Thai pork cracklings and deep-fried, sun-dried chili peppers.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Yam_sanat.jpg/120px-Yam_sanat.jpg,Salads
Yam Sam Krop,ยำสามกรอบ,Crispy Trio Spicy Salad,"A crunchy Thai salad made with three crispy ingredients, often pork rind, cashews, and fried shrimp, mixed with chili, lime, and herbs.",Central,,Salads
Yam som-o,ยำส้มโอ,Yam som-o,"A salad made with pomelo. The other ingredients are: sliced red bird's eye chili peppers, deep-fried sun-dried anchovies, roasted peanuts, fish sauce and tamarind juice.",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Yam_som-o.JPG/120px-Yam_som-o.JPG,Salads
Yam no mai,ยำหน่อไม้,Yam no mai,"A Northern Thai salad made with strips of boiled bamboo shoots, shallots, herbs, fish sauce, lime juice, and chili peppers.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Yam_no_mai.jpg/120px-Yam_no_mai.jpg,Salads
Yam no mai sai nam pu,ยำหน่อไม้ใส่น้ำปู,Yam no mai sai nam pu,A northern Thai salad made with boiled bamboo shoots and a thick paste made from the rice paddy crabs.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Yam_no_mai_sai_nam_pu.JPG/120px-Yam_no_mai_sai_nam_pu.JPG,Salads
Yam mu krop,ยำหมูกรอบ,Yam mu krop,A Thai salad made with crispy belly pork ( mu krop ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Yam_mu_krop.JPG/120px-Yam_mu_krop.JPG,Salads
Yam mu yo,ยำหมูยอ,Yam mu yo,A spicy yam-style Thai salad with mu yo ( Vietnamese sausage ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Yam_mu_yo.jpg/120px-Yam_mu_yo.jpg,Salads
Yam mu yo thot khai dao,ยำหมูยอทอดไข่ดาว,Yam mu yo thot khai dao,A spicy Thai salad made with crispy fried mu yo (Vietnamese sausage) and khai dao (fried egg).,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Yam_mu_yo_thot_khai_dao.jpg/120px-Yam_mu_yo_thot_khai_dao.jpg,Salads
Yam Moo Yang,ยำหมูย่าง,Grilled Pork Spicy Salad,"A zesty Thai salad made with slices of grilled pork mixed with lime juice, chili, fish sauce, and fresh herbs.",Northeastern,,Salads
Yam Moo Mak,ยำหมูหมัก,Marinated Pork Spicy Salad,"A tangy and savory salad prepared with marinated pork, tossed with chili, lime juice, and herbs for bold flavors.",Northeastern,,Salads
Yam hoi khraeng,ยำหอยแครง,Yam hoi khraeng,A spicy Thai salad made with blood cockles .,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Yam_hoi_khraeng.jpg/120px-Yam_hoi_khraeng.jpg,Salads
Yam hua pli thot,ยำหัวปลีทอด,Yam hua pli thot,A spicy Thai yam-style salad with deep-fried slices of banana blossom as its main ingredient.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Yam_huapli_thot_02.jpg/120px-Yam_huapli_thot_02.jpg,Salads
Yam hu mu,ยำหูหมู,Yam hu mu,"It is a salad made with thinly sliced, boiled pig's ears, the version in the image also contained fresh mint, lime juice, shallots, lemon grass, fish sauce and sugar.",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Yam_hu_mu.jpg/120px-Yam_hu_mu.jpg,Salads
Yam nuea yang,ยำเนื้อย่าง,Thai grilled beef salad,"A spicy salad of grilled beef, shallots, and Thai celery or spearmint.",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Yam_nuea_yang.jpg/120px-Yam_nuea_yang.jpg,Salads
Yam Hed Khem Thong,ยำเห็ดเข็มทอง,Enoki Mushroom Spicy Salad,"A light and tangy salad made with enoki mushrooms tossed in lime juice, chili, fish sauce, and fresh herbs.",Central,,Salads
Yam Hed Khem Thong Thot Krop,ยำเห็ดเข็มทองทอดกรอบ,Crispy Enoki Mushroom Spicy Salad,"Deep-fried enoki mushrooms mixed with chili, lime juice, and herbs for a crunchy and zesty Thai-style salad.",Central,,Salads
Yam naem khao khot,ยำแหนมข้าวทอด,Thai croquette salad,"A Thai salad made of crumbled, crispy-fried curried rice balls (similar to a spherical croquette), fermented pork sausage, shallots, green chili peppers or dried chili flakes, peanuts, lime juice, fish sauce, and onion.",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Yamnaem71.JPG/120px-Yamnaem71.JPG,Salads
Yam naem sot,ยำแหนมสด,Yam naem sot,A Thai salad containing sausage made from fermented raw pork and sticky rice ( naem sausage).,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Yam_naem.JPG/120px-Yam_naem.JPG,Salads
Yam bai cha,ยำใบชา,Yam bai cha,"A spicy Thai salad made with young, fresh tea leaves.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2019_01_Yam_bai_cha_tuna.jpg/120px-2019_01_Yam_bai_cha_tuna.jpg,Salads
Yam Gai Yang,ยำไก่ย่าง,Grilled Chicken Spicy Salad,"A refreshing Thai salad made with sliced grilled chicken, lime juice, chili, fish sauce, and fresh herbs for a smoky and tangy flavor.",Northeastern,,Salad (Yum)
Yam khai dao,ยำไข่ดาว,Yam khai dao,A spicy Thai salad made with fried egg ( khai dao ).,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Yam_khai_dao.JPG/120px-Yam_khai_dao.JPG,Salads
Yang ruam mu,ย่างรวมหมู,Grilled mixed pork,A northern Thai dish of different cuts of pork (including pig udder) that have been grilled. It is served with a dipping sauce.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/2016_0919_Lunch_at_Long_Koi_Lap_Khom_04.jpg/120px-2016_0919_Lunch_at_Long_Koi_Lap_Khom_04.jpg,Grilled dishes
Ruam mit,รวมมิตร,Ruam mit,"A chilled sweet snack/dessert with a mix of ingredients, such as sweetened chestnuts, jackfruit, lotus root, tapioca, and lot chong , in sweetened coconut milk.",,,Sweet snacks and desserts
Lot chong nam kathi,ลอดช่องน้ำกะทิ,Cendol,"Pandan -flavored rice flour noodles in sweetened coconut milk, similar to the Indonesian cendol .",,,Sweet snacks and desserts
Larb Thale,ลาบทะเล,Spicy Seafood Larb,"A zesty Isan-style salad made with mixed seafood, roasted rice powder, chili, lime juice, and fresh herbs.",Northeastern,,Salads
Larb Pla Too Thot,ลาบปลาทูทอด,Fried Mackerel Larb,"Crispy fried mackerel tossed with roasted rice powder, lime juice, chili, and fresh herbs for a crunchy larb variation.",Northeastern,,Salads
Larb Moo Krob,ลาบหมูกรอบ,Crispy Pork Belly Larb,"A bold and flavorful larb made with crispy pork belly mixed with lime, chili, and roasted rice powder.",Northeastern,,Salads
Larb Moo Kua,ลาบหมูคั่ว,Stir-fried Pork Larb,"A warm version of larb made with minced pork stir-fried with herbs, roasted rice, chili, and lime for a hearty taste.",Northern,,Salads
Lap Isan,ลาบอีสาน,Larb,"Northeastern style lap is a spicy and sour salad of minced raw or cooked meat (mainly pork, chicken or duck), shallots or onions, lime juice, fish sauce, chillies, ground roasted rice and mint.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Lap_mu_isan.JPG/120px-Lap_mu_isan.JPG,Salads
Lap nuea dip,ลาบเนื้อดิบ,Lap nuea dip,"A northern Thai lap -style salad of sliced raw beef (the version in the image also shows slices of raw beef tripe ) and ground, dried spices.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Lap_nuea_dip.jpg/120px-Lap_nuea_dip.jpg,Salads
Lap nuea,ลาบเหนือ,Lap nuea,"Northern Thai lap is completely different from lap from northeastern Thailand. Northern Thai lap is made by mixing raw or cooked minced meat (mainly pork, beef, chicken or fish) with an elaborate mix of dry spices and herbs. The northern Thai lap does not contain lime juice or fish sauce. The version in the image is lap khua , meaning that the meat has been fried.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Lap_khua_mu.JPG/120px-Lap_khua_mu.JPG,Salads
Luk chin ping,ลูกชิ้นปิ้ง,Grilled meatball,"Meatballs made from fish, pork, beef or chicken are grilled on a stick and served with a spicy and tangy dipping sauce. The ones shown on the image are made with pork and beef. It is commonly sold from street stalls in Thailand.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Grilled_pork_and_beef_balls.jpg/120px-Grilled_pork_and_beef_balls.jpg,Savoury snacks and starters
La tiang,ล่าเตียง,Omelette with Minced Shrimp,"It is an ancient Thai snack, because it appears in literature of King Rama II . It comprises shrimp, pork and peanut and wrapped by omelette to make a square shape.",,,Savoury snacks and starters
Sapaketti phat khi mao,สปาเกตตีผัดขี้เมา,Sapaketti phat khi mao,"A Thai fusion dish where the name literally means spaghetti fried ""shit-drunk"" ( khi mao = extremely drunk). An explanation is that any dish fried this way is easy to make, spicy, and uses whatever ingredients are available at that time; great after a night out drinking when still hungry.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sapaketti_phat_khi_mao.jpg/120px-Sapaketti_phat_khi_mao.jpg,Noodle dishes
Salad Goong Thot,สลัดกุ้งทอด,Fried Shrimp Salad,"A refreshing salad topped with crispy fried shrimp, fresh vegetables, and tangy dressing for a mix of crunchy and zesty flavors.",Central,,Salads
Salad Poo Nim,สลัดปูนิ่ม,Soft-Shell Crab Salad,"A vibrant salad featuring deep-fried soft-shell crab served with fresh greens, herbs, and a light, tangy dressing.",Central,,Salads
Sate,สะเต๊ะ,Satay,"Marinated beef, chicken, or pork grilled on bamboo skewers and usually served with nam chim sate (peanut sauce) and achat (pickled cucumber).",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Mu_sate.JPG/120px-Mu_sate.JPG,Grilled dishes
Sangkhaya fak thong,สังขยาฟักทอง,Pumpkin-coconut custard,"Steamed pumpkin with an egg-and-coconut custard filling, similar to the coconut jam from Malaysia, Indonesia and the Philippines.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Sangkhaya_fak_thong.JPG/120px-Sangkhaya_fak_thong.JPG,Sweet snacks and desserts
Sakhu thua dam,สาคูถั่วดำ,Sakhu thua dam,Tapioca pearls and black beans (one of the vigna cultivars) with sweetened coconut milk and the flesh of a young coconut.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Sakhu_thua_dam.jpg/120px-Sakhu_thua_dam.jpg,Dessert
Sakhu sai mu,สาคูไส้หมู,Tapioca Balls with Pork Filling,In Thailand tapioca balls with pork filling are call sakhu sai mu . Sakhu sai mu is a kind of snack which is very famous in Thailand and found at street stalls and markets. It is a dumpling which consists of a flour ball with a pork filling. Most people in Thailand eat it with khao kriap pak mo .,,,Dessert
Sam Chan Thot Nam Pla,สามชั้นทอดน้ำปลา,Fried Pork Belly with Fish Sauce,"Crispy pork belly deep-fried until golden and seasoned with fish sauce for a salty, savory flavor.",Central,,Deep-fried dishes
Sam Chan Pad Kapi,สามชั้นผัดกะปิ,Pork Belly Stir-fried with Shrimp Paste,"Rich pork belly stir-fried with aromatic shrimp paste, chili, and herbs, giving it a bold and pungent taste.",Central,,Deep-fried dishes
Satho,สาโท,Thai rice wine,A traditional rice wine from the Isan region.,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Sato_Phayathaen-03.jpg/120px-Sato_Phayathaen-03.jpg,Drinks
Suki,สุกี้,Thai suki,"A Thai variant of the Chinese hot pot , it is mainly eaten as a meal on its own.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Thai_Suki_of_MK_Restaurant.JPG/120px-Thai_Suki_of_MK_Restaurant.JPG,Soups
Som tam,ส้มตำ,Green Papaya salad,"Som tam which contains peanuts, is the Central Thai dish that became famous internationally",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Som_tam_thai.JPG/120px-Som_tam_thai.JPG,Salads
Som tam pu,ส้มตำปู,Som tam pu,Green papaya salad with brined rice paddy crabs.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Som_tam_pu.jpg/120px-Som_tam_pu.jpg,Salads
Som tam khai khem,ส้มตำไข่เค็ม,Som tam khai khem,A variation of the standard papaya som tam with salted eggs.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Som_tam_khai_khem.jpg/120px-Som_tam_khai_khem.jpg,Salads
Sa nuea,ส้าเนื้อ,Sa nuea,"A northern Thai speciality, made with blanched medium rare, thinly sliced beef. Other ingredients for this dish are the elaborate phrik lap Lanna spices-and-chilli mix, onions, some broth, and fresh herbs.",North,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/2016_0919_Lunch_at_Long_Koi_Lap_Khom_03.jpg/120px-2016_0919_Lunch_at_Long_Koi_Lap_Khom_03.jpg,Salads
Sa nuea sadung,ส้าเนื้อสะดุ้ง,Sa nuea sadung,"A northern Thai speciality, made with sauteed medium rare, thinly sliced beef. Other ingredients for this dish are the elaborate phrik lap Lanna spices-and-chili mix, onions, some broth, and fresh herbs such as kraphao (holy basil) or phak phai ( Vietnamese coriander ) although this particular version was made using saranae ( spearmint ). This particular version also contained nam phia , the partially digested contents from the first of the four stomachs of cattle, for added flavour. [ 5 ]",North,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Sa_nuea_sadung_Lap_Lung_Noi.jpg/120px-Sa_nuea_sadung_Lap_Lung_Noi.jpg,Salads
Nang kai thot,หนังไก่ทอด,Crispy fried chicken skins,"Crispy, deep-fried chicken skin that can be eaten as a snack or together with chili pastes or salads.",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Nang_kai_thot.JPG/120px-Nang_kai_thot.JPG,Deep-fried dishes
No yat sai thot,หน่อยัดไส้ทอด,No yat sai thot,A northern Thai speciality of deep-fried bamboo shoots with a filling of minced pork.,North,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/No_yat_sai_thot_01.jpg/120px-No_yat_sai_thot_01.jpg,Deep-fried dishes
No mai farang phat kung,หน่อไม้ฝรั่งผัดกุ้ง,Stir-fried asparagus with prawns,"Green asparagus stir-fried with prawns, garlic, sliced chili peppers, fish sauce, and oyster sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Nor_mai_farang_phat_kung.jpg/120px-Nor_mai_farang_phat_kung.jpg,Stir-fried dishes
Mi krop,หมี่กรอบ,Thai crispy fried noodles,Deep fried rice vermicelli with a sweet and sour sauce.,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Mee_krob_%28%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A%29.jpg/120px-Mee_krob_%28%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A%29.jpg,Noodle dishes
Muek groob,หมึกกรุบ,Muek groob,Konjac snack with spicy flavor.,,,Savoury snacks and starters
Mu krop,หมูกรอบ,Crispy pork,Cooked belly pork is first marinated and then deep fried until crispy. Often used sliced in vegetables stir fries.,,,Deep-fried dishes
Moo Krob Pad Phong Karee,หมูกรอบผัดผงกะหรี่,Crispy Pork Stir-fried with Curry Powder,"Crispy pork belly stir-fried with curry powder, onions, and peppers, creating a fragrant and savory dish.",Central,,Deep-fried dishes
Moo Krob Kua Prik Kluea,หมูกรอบคั่วพริกเกลือ,Crispy Pork with Chili and Salt,"Golden crispy pork belly wok-fried with garlic, chili, and salt for a spicy, aromatic, and crunchy flavor.",Central,,Deep-fried dishes
Mu krop phat kaphrao,หมูกรอบผัดกะเพรา,Stir-fried holy basil with crispy pork,Slices of crispy grilled pork are stirred-fried with holy basil. This particular version is served with khai dao (fried egg) which had the egg yolk removed before frying and then added on later.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/2017_0426_Mu_krop_phat_kaphrao_khai_dao_rat_khao_in_Ayutthaya.jpg/120px-2017_0426_Mu_krop_phat_kaphrao_khai_dao_rat_khao_in_Ayutthaya.jpg,Stir-fried dishes
Mu kratha,หมูกระทะ,Mu kratha,"Mu kratha resembles a combination of a Korean barbecue and a Chinese hot pot . Meat (most often pork) is grilled in the center while the vegetables and other ingredients, such as fish balls , cook in the soup. It is served with a variety of nam chim (Thai dipping sauces).",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Mu_kratha.jpg/120px-Mu_kratha.jpg,Meat dishes
Mu thot krathiam,หมูทอดกระเทียม,Mu thot krathiam,Deep-fried pork and garlic,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Mu_thot_krathiam.jpg/120px-Mu_thot_krathiam.jpg,Deep-fried dishes
Mu nam tok,หมูน้ำตก,Mu nam tok,"A very spicy salad made with pork ( mu ) and somewhat identical to lap , except that the meat is cut into thin strips rather than minced.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Moo_nam_tok.jpg/120px-Moo_nam_tok.jpg,Salads
Mu phat sato,หมูผัดสะตอ,Stir-fired pork with stink beans,"Sliced pork stir-fried with sato (the beans of the Parkia speciosa , also known as ""stink bean"" or ""bitter bean""), onion, garlic, fish sauce, chili peppers, and oyster sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Mu_phat_sato.jpg/120px-Mu_phat_sato.jpg,Stir-fried dishes
Mu phat sato phak Tai,หมูผัดสะตอภาคใต้,Mu phat sato phak Tai,"A spicy, southern Thai, version of mu phat sato where the pork and ""stink beans"" are fried with a copious amount of chili peppers and chili paste.",South,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Mu_phat_sato_southern_style.jpg/120px-Mu_phat_sato_southern_style.jpg,Deep-fried dishes
Mu manao,หมูมะนาว,Pork with lime juice,"Sliced grilled pork with a dressing ( nam chim ) of mashed garlic, green bird's eye chili peppers, sugar, fish sauce, and lime juice. Here it is served with additional sliced bird's eye chili peppers and raw garlic on a bed of ice-water chilled sliced raw phak khana (Chinese broccoli)",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Mu_manao.JPG/120px-Mu_manao.JPG,Grilled dishes
Mu yang,หมูย่าง,Isan grilled pork,"Originally from the Isan region of Thailand, the fatty parts of belly pork, together with the skin, are preferred over lean meat. It is served with nam chim chaeo , a spicy dipping sauce made with dried chili peppers, and roasted sticky rice.",Northeast,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Huay_Kaew_waterfall_mu_yang.jpg/120px-Huay_Kaew_waterfall_mu_yang.jpg,Grilled dishes
Moo Yang Jim Jaew,หมูย่างจิ้มแจ่ว,Grilled Pork with Jaew Dipping Sauce,"Slices of marinated grilled pork served with jaew, a smoky and spicy dipping sauce made from roasted chili and tamarind.",Northeastern,,Grilled dishes
Mu ruam luak chim,หมูรวมลวกจิ้ม,Mu ruam luak chim,"This dish consist of several types of pork (intestines, liver, and other cuts) which have been shortly blanched in boiling water or stock and then served with fried garlic, spring onions and a spicy dipping sauce.",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Mu_ruam_luak_chim.JPG/120px-Mu_ruam_luak_chim.JPG,Meat dishes
Mu wan,หมูหวาน,Mu wan,Sliced pork is simmered or fried with sugar and soy sauce until the sauce is reduced and coats the meat.,South,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Mu_wan.jpg/120px-Mu_wan.jpg,Meat dishes
Mu daet diao,หมูแดดเดียว,Mu daet diao,"Deep-fried strips of sun dried pork, here with sesame seeds. A spicy dipping sauce (very often Sriracha sauce) is almost always provided with this dish.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mu_daet_diao.jpg/120px-Mu_daet_diao.jpg,Savoury snacks and starters
Mo Yai,หม้อใหญ่,Large Hotpot,"A large serving of Thai-style hotpot, typically filled with broth, meat, seafood, and vegetables for sharing.",Central,,Hotpot
Lon Nor Mai Goong,หลนหน่อไม้กุ้ง,Fermented Bamboo Shoot Dip with Shrimp,"A creamy and savory dip made from shrimp and bamboo shoots simmered in coconut milk, served with fresh vegetables.",Central,,Dip
Lon Hed,หลนเห็ด,Mushroom Coconut Dip,"A vegetarian dip made with assorted mushrooms cooked in coconut milk and herbs, served with raw vegetables.",Central,,Dipping sauces and pastes
Hor Mok Thale,ห่อหมกทะเล,Steamed Seafood Curry Custard,A traditional Thai dish of mixed seafood steamed with red curry paste and coconut milk in banana leaf cups.,Central,,Curry dish
Mo Klang,หม้อกลาง,Medium Hotpot,"A medium-sized Thai hotpot portion, served with broth, meat, or seafood and vegetables.",Central,,Soups
Mo Lek,หม้อเล็ก,Small Hotpot,"A small portion of Thai-style hotpot, suitable for one or two people, served with soup and sides.",Central,,Soups
Ho mok pla,ห่อหมกปลา,Steamed fish curry,"A Thai steamed curry with fish, spices, coconut milk, and egg, steam-cooked in a banana leaf cup and topped with thick coconut cream before serving.",Central,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Thai_style_Otah.JPG/120px-Thai_style_Otah.JPG,Curries
Ho mok maphrao on,ห่อหมกมะพร้าวอ่อน,Steamed seafood curry,"A Thai steamed curry with mixed seafood and the soft meat of a young coconut, here served inside a coconut.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ho_mok_thale.jpg/120px-Ho_mok_thale.jpg,Steamed or blanched dishes
Or Suan,ออส่วน,Oyster Omelette,"A crispy and chewy omelet made with oysters and starch batter, often served sizzling with bean sprouts.",Central,,Egg dish
Kaolao,เกาเหลา,Kaolao,"A soup of Chinese origin, usually containing offal, often pork liver and intestines, also boiled eggs, and other meats such as crispy pork. Alternatively, at regular noodle soup shops, it can also be as a regular Thai-Chinese noodle soup but then served without any noodles.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Kaolao.jpg/120px-Kaolao.jpg,Soups
